id;nombre;departamento_id;dane_id
373;GARZÓN;17;41298000
306;EL GUACAMAYO;26;68245000
378;GIRARDOT;13;25307000
387;GUACA;26;68318000
380;GIRÓN;26;68307000
289;EL CALVARIO;19;50245000
382;GONZÁLEZ;11;20310000
296;EL CASTILLO;19;50251000
388;GUACAMAYAS;6;15317000
390;GUACHENÉ;10;19300000
391;GUACHETÁ;13;25317000
393;GUADALAJARA DE BUGA;29;76111000
303;EL DORADO;19;50270000
396;GUADALUPE;26;68320000
397;GUADUAS;13;25320000
398;GUAITARILLA;20;52320000
399;GUALMATÁN;20;52323000
400;GUAMAL;19;50318000
402;GUAMO;28;73319000
403;GUAPI;10;19318000
371;GÁMEZA;6;15296000
311;EL PAUJÍL;8;18256000
342;FLORENCIA;8;18001000
290;EL CANTÓN DEL SAN PABLO;31;27135000
355;FUENTE DE ORO;19;50287000
315;EL PEÑÓN;5;13268000
314;EL PEÑÓN;26;68250000
313;EL PEÑÓN;13;25258000
320;EL ROBLE;27;70233000
367;GALERAS;27;70235000
285;EL ÁGUILA;29;76243000
384;GRANADA;19;50313000
288;EL CAIRO;29;76246000
386;GRANADA;13;25312000
304;EL DOVIO;29;76250000
376;GINEBRA;29;76306000
389;GUACARÍ;29;76318000
281;DOSQUEBRADAS;24;66170000
277;DIBULLA;15;44090000
278;DISTRACCIÓN;15;44098000
321;EL ROSAL;13;25260000
361;GACHALÁ;13;25293000
347;FÓMEQUE;13;25279000
275;DABEIBA;2;05234000
284;EBÉJICO;2;05240000
286;EL BAGRE;2;05250000
309;EL MOLINO;15;44110000
348;FONSECA;15;44279000
283;DURANIA;21;54239000
291;EL CARMEN;21;54245000
327;EL TARRA;21;54250000
338;FILANDIA;23;63272000
374;GÉNOVA;23;63302000
383;GRAMALOTE;21;54313000
319;EL RETORNO;16;95025000
401;GUAMAL;18;47318000
316;EL PIÑÓN;18;47258000
429;HOBO;17;41349000
407;GUASCA;13;25322000
431;IBAGUÉ;28;73001000
409;GUATAQUÍ;13;25324000
411;GUATEQUE;6;15322000
415;GUAYABETAL;13;25335000
416;GUAYATÁ;6;15325000
417;GÜEPSA;26;68327000
439;ISNOS;17;41359000
456;LA ARGENTINA;17;41378000
421;HATILLO DE LOBA;5;13300000
423;HATO COROZAL;9;85125000
438;ÍQUIRA;17;41357000
427;HERVEO;28;73347000
430;HONDA;28;73349000
434;IMUÉS;20;52354000
436;INZÁ;10;19355000
437;IPIALES;20;52356000
432;ICONONZO;28;73352000
507;LÍBANO;28;73411000
433;ILES;20;52352000
443;IZA;6;15362000
444;JAMBALÓ;10;19364000
487;LA TOLA;20;52390000
447;JENESANO;6;15367000
502;LEIVA;20;52405000
449;JERICÓ;6;15368000
509;LINARES;20;52411000
451;JESÚS MARÍA;26;68368000
534;MANAURE;15;44560000
453;JUNÍN;13;25372000
404;GUAPOTÁ;26;68322000
413;GUAVATÁ;26;68324000
457;LA BELLEZA;26;68377000
458;LA CALERA;13;25377000
459;LA CAPILLA;6;15380000
422;HATO;26;68344000
462;LA CRUZ;20;52378000
464;LA DORADA;7;17380000
478;LA PAZ;26;68397000
467;LA FLORIDA;20;52381000
468;LA GLORIA;11;20383000
469;LA JAGUA DE IBIRICO;11;20400000
471;LA LLANADA;20;52385000
473;LA MERCED;7;17388000
474;LA MESA;13;25386000
475;LA MONTAÑITA;8;18410000
476;LA PALMA;13;25394000
477;LA PAZ;11;20621000
479;LA PEÑA;13;25398000
500;LANDÁZURI;26;68385000
481;LA PLATA;17;41396000
521;MACARAVITA;26;68425000
484;LA SALINA;9;85136000
485;LA SIERRA;10;19392000
472;LA MACARENA;19;50350000
492;LA UVITA;6;15403000
499;LABRANZAGRANDE;6;15377000
501;LEBRIJA;26;68406000
504;LENGUAZAQUE;13;25407000
505;LÉRIDA;28;73408000
503;LEJANÍAS;19;50400000
405;GUARANDA;27;70265000
515;LOS PALMITOS;27;70418000
529;MAJAGUAL;27;70429000
463;LA CUMBRE;29;76377000
513;LOS ANDES;20;52418000
412;GUÁTICA;24;66318000
517;LOS SANTOS;26;68418000
461;LA CELIA;24;66383000
520;MACANAL;6;15425000
497;LA VIRGINIA;24;66400000
524;MADRID;13;25430000
525;MAGANGUÉ;5;13430000
527;MAHATES;5;13433000
530;MÁLAGA;26;68432000
424;HATONUEVO;15;44378000
532;MALLAMA;20;52435000
470;LA JAGUA DEL PILAR;15;44420000
528;MAICAO;15;44430000
536;MANÍ;9;85139000
498;LABATECA;21;54377000
538;MANTA;13;25436000
516;LOS PATIOS;21;54405000
483;LA PRIMAVERA;30;99524000
537;MANIZALES;7;17001000
511;LÓPEZ DE MICAY;10;19418000
440;ISTMINA;31;27361000
455;LA APARTADA;12;23350000
512;LORICA;12;23417000
514;LOS CÓRDOBAS;12;23419000
465;LA ESPERANZA;21;54385000
518;LOURDES;21;54418000
486;LA TEBAIDA;23;63401000
445;JAMUNDÍ;29;76364000
489;LA UNIÓN;29;76400000
493;LA VEGA;13;25402000
494;LA VEGA;10;19397000
410;GUATAVITA;13;25326000
523;MACHETÁ;13;25426000
414;GUAYABAL DE SÍQUIMA;13;25328000
406;GUARNE;2;05318000
408;GUATAPÉ;2;05321000
425;HELICONIA;2;05347000
428;HISPANIA;2;05353000
495;LA VICTORIA;29;76403000
420;HACARÍ;21;54344000
426;HERRÁN;21;54347000
482;LA PLAYA;21;54398000
496;LA VICTORIA;6;15401000
490;LA UNIÓN;20;52399000
491;LA UNIÓN;27;70400000
435;INÍRIDA;14;94001000
535;MANAURE BALCÓN DEL CESAR;11;20443000
526;MAGÜÍ;20;52427000
539;MANZANARES;7;17433000
541;MARGARITA;5;13440000
542;MARÍA LA BAJA;5;13442000
595;NÁTAGA;17;41483000
544;MARIPÍ;6;15442000
546;MARMATO;7;17442000
547;MARQUETALIA;7;17444000
549;MARULANDA;7;17446000
621;OPORAPA;17;41503000
552;MEDINA;13;25438000
639;PALERMO;17;41524000
641;PALESTINA;17;41530000
600;NEIVA;17;41001000
557;MERCADERES;10;19450000
559;MILÁN;8;18460000
560;MIRAFLORES;6;15455000
562;MIRANDA;10;19455000
566;MOGOTES;26;68464000
556;MELGAR;28;73449000
587;MURILLO;28;73461000
570;MONGUA;6;15464000
571;MONGUÍ;6;15466000
572;MONIQUIRÁ;6;15469000
670;PIEDRAS;28;73547000
574;MONTECRISTO;5;13458000
545;SAN SEBASTIÁN DE MARIQUITA;28;73443000
609;NUEVA GRANADA;18;47460000
578;MONTERREY;9;85162000
661;PEDRAZA;18;47541000
580;MORALES;5;13473000
581;MORALES;10;19473000
582;MORELIA;8;18479000
584;MOSQUERA;13;25473000
586;MOTAVITA;6;15476000
585;MOSQUERA;20;52473000
594;NARIÑO;20;52480000
591;MUZO;6;15480000
625;OSPINA;20;52506000
593;NARIÑO;13;25483000
596;NATAGAIMA;28;73483000
550;MATANZA;26;68444000
567;MOLAGAVITA;26;68468000
599;NEIRA;7;17486000
601;NEMOCÓN;13;25486000
602;NILO;13;25488000
604;NOBSA;6;15491000
606;NORCASIA;7;17495000
607;NOROSÍ;5;13490000
614;OCAMONTE;26;68498000
610;NUEVO COLÓN;6;15494000
611;NUNCHÍA;9;85225000
644;PALMAS DEL SOCORRO;26;68524000
615;OCAÑA;21;54498000
616;OIBA;26;68500000
617;OICATÁ;6;15500000
540;MAPIRIPÁN;19;50325000
619;OLAYA HERRERA;20;52490000
620;ONZAGA;26;68502000
623;OROCUÉ;9;85230000
624;ORTEGA;28;73504000
626;OTANCHE;6;15507000
628;PACHAVITA;6;15511000
629;PACHO;13;25513000
630;PÁCORA;7;17513000
631;PADILLA;10;19513000
558;MESETAS;19;50330000
633;PÁEZ;6;15514000
634;PAICOL;17;41518000
635;PAILITAS;11;20517000
637;PAIPA;6;15516000
638;PAJARITO;6;15518000
640;PALESTINA;7;17524000
583;MORROA;27;70473000
645;PALMIRA;29;76520000
647;PALOCABILDO;28;73520000
648;PAMPLONA;21;54518000
650;PANDI;13;25524000
651;PANQUEBA;6;15522000
652;PÁRAMO;26;68533000
653;PARATEBUENO;13;25530000
656;PATÍA;10;19532000
657;PAUNA;6;15531000
658;PAYA;6;15533000
659;PAZ DE ARIPORO;9;85250000
660;PAZ DE RÍO;6;15537000
662;PELAYA;11;20550000
663;PENSILVANIA;7;17541000
627;OVEJAS;27;70508000
646;PALMITO;27;70523000
667;PESCA;6;15542000
668;PIAMONTE;10;19533000
669;PIEDECUESTA;26;68547000
613;OBANDO;29;76497000
632;PÁEZ;10;19517000
671;PIENDAMÓ - TUNÍA;10;19548000
553;MEDIO ATRATO;31;27425000
568;MOMIL;12;23464000
575;MONTELÍBANO;12;23466000
548;MARSELLA;24;66440000
579;MOÑITOS;12;23500000
577;MONTERÍA;12;23001000
603;NIMAIMA;13;25489000
605;NOCAIMA;13;25491000
636;PAIME;13;25518000
654;PASCA;13;25535000
543;MARINILLA;2;05440000
573;MONTEBELLO;2;05467000
588;MURINDÓ;2;05475000
589;MUTATÁ;2;05480000
592;NARIÑO;2;05483000
563;MISTRATÓ;24;66456000
590;MUTISCUA;21;54480000
649;PAMPLONITA;21;54520000
576;MONTENEGRO;23;63470000
672;PIJAO;23;63548000
666;PEREIRA;24;66001000
622;ORITO;22;86320000
642;PALMAR;26;68522000
561;MIRAFLORES;16;95200000
655;PASTO;20;52001000
673;PIJIÑO DEL CARMEN;18;47545000
564;MITÚ;32;97001000
565;MOCOA;22;86001000
675;PINILLOS;5;13549000
679;PITALITO;17;41551000
677;PISBA;6;15550000
678;PITAL;17;41548000
763;RIVERA;17;41615000
684;POLICARPA;20;52540000
781;SALADOBLANCO;17;41660000
792;SAN AGUSTÍN;17;41668000
681;PLANADAS;28;73555000
688;PORE;9;85263000
691;PRADO;28;73563000
729;PURIFICACIÓN;28;73585000
694;PUEBLO BELLO;11;20570000
755;RIOBLANCO;28;73616000
766;RONCESVALLES;28;73622000
699;PUENTE NACIONAL;26;68572000
785;SALDAÑA;28;73671000
703;PUERTO BOYACÁ;6;15572000
800;SAN ANTONIO;28;73675000
680;PIVIJAY;18;47551000
683;PLATO;18;47555000
698;PUEBLOVIEJO;18;47570000
744;REMOLINO;18;47605000
716;PUERTO NARIÑO;1;91540000
717;PUERTO PARRA;26;68573000
718;PUERTO RICO;8;18592000
720;PUERTO RONDÓN;3;81591000
721;PUERTO SALGAR;13;25572000
722;PUERTO SANTANDER;21;54553000
723;PUERTO TEJADA;10;19573000
725;PUERTO WILCHES;26;68575000
727;PUPIALES;20;52585000
728;PURACÉ;10;19585000
783;SALAMINA;18;47675000
731;QUEBRADANEGRA;13;25592000
732;QUETAME;13;25594000
689;POTOSÍ;20;52560000
736;QUÍPAMA;6;15580000
737;QUIPILE;13;25596000
739;RAMIRIQUÍ;6;15599000
740;RÁQUIRA;6;15600000
741;RECETOR;9;85279000
